Entity,Year,Solar energy index,Wind energy index
Morocco,2018,,
Morocco,2020,,
Morocco,2021,,
Morocco,2022,,
Morocco,2023,,
Netherlands,2003,,209.50093492275
Netherlands,2004,,228.56112664804093
Netherlands,2005,,139.98195214394627
Netherlands,2006,,236.8810156619863
Netherlands,2007,,280.3845160420901
Netherlands,2008,,188.36224198438433
Netherlands,2010,,189.99479799273985
Netherlands,2012,,227.63936437318318
Netherlands,2013,,161.25925514123983
Netherlands,2014,,192.9336601610794
Netherlands,2015,,178.31808942570675
Netherlands,2016,124.12646550566215,150.41999827930036
Netherlands,2017,138.45754534525972,165.49715086851248
Netherlands,2018,104.96672737155033,90.6179771161798
Netherlands,2019,100.0,100.0
Netherlands,2020,96.77323721315452,74.37803993749425
Netherlands,2021,80.35234728488027,84.0715577167114
Netherlands,2022,87.6833287646827,86.6004868633307
Netherlands,2023,67.18190341298875,77.1454985188897
New Zealand,2011,,
New Zealand,2014,,
New Zealand,2015,,
New Zealand,2020,,
New Zealand,2021,,
New Zealand,2023,,
Norway,2005,,627.1639410914678
Norway,2006,,110.09696187844449
Norway,2012,,191.02761942695886
Norway,2013,,153.03387570702301
Norway,2015,,97.16198078281118
Norway,2016,,110.34319351555526
Norway,2017,,95.38541233515099
Norway,2018,,100.69015354886024
Norway,2019,,100.0
Norway,2020,,65.98436246293602
Norway,2021,,64.69625718925154
Pakistan,2009,,
Pakistan,2012,,
Pakistan,2014,,
Pakistan,2015,,
Pakistan,2016,,
Pakistan,2017,,
Pakistan,2018,,
Pakistan,2021,,
Pakistan,2022,,
Panama,2013,,
Panama,2014,,
Panama,2015,,
Panama,2016,,
Peru,2013,,
Peru,2014,,
Peru,2015,,
Peru,2016,,
Peru,2018,,
Peru,2023,,
Philippines,2005,,145.73928288136605
Philippines,2006,,212.6916189833202
Philippines,2013,,233.77902155023315
Philippines,2014,,197.39460695447542
Philippines,2015,,194.88990113259237
Philippines,2016,,195.4466675835205
Philippines,2017,,152.98053908228485
Philippines,2019,,100.0
Philippines,2023,,80.46508106516191
Poland,2006,,
Poland,2007,,
Poland,2008,,
Poland,2010,,
Poland,2011,,
Poland,2012,,
Poland,2013,,
Poland,2014,,
Poland,2015,,
Poland,2016,,
Poland,2017,,
Poland,2020,,
Poland,2021,,
Poland,2022,,
Poland,2023,,
Portugal,2003,,
Portugal,2004,,
Portugal,2005,,
Portugal,2006,,
Portugal,2007,,
Portugal,2008,,
Portugal,2009,,
Portugal,2010,,
Portugal,2011,,
Portugal,2012,,
Portugal,2013,,
Portugal,2014,,
Portugal,2015,,
Portugal,2016,,
Portugal,2017,,
Portugal,2018,91.89228635470064,
Portugal,2019,100.0,
Portugal,2020,86.02566947996515,
Portugal,2021,85.77328472640666,
Portugal,2022,98.53113205162597,
Portugal,2023,84.97248044538775,
Russia,2015,,181.24966217627536
Russia,2018,,103.18957090205969
Russia,2019,,100.0
Russia,2020,,100.92391911327773
Russia,2021,,86.16176491902034
Russia,2022,,71.23660107984236
Russia,2023,,180.22857771309754
Saudi Arabia,2018,135.19246735148604,
Saudi Arabia,2019,100.0,
Saudi Arabia,2021,83.33118991963214,
Saudi Arabia,2022,57.87129016888798,
Saudi Arabia,2023,68.05682801753713,
South Africa,2008,,187.04934224768357
South Africa,2012,,204.38164889043372
South Africa,2013,,232.1323993847949
South Africa,2014,,198.82143150502293
South Africa,2015,,160.1635043868363
South Africa,2016,,145.50901503659307
South Africa,2017,,116.27581613606375
South Africa,2018,129.58662839219073,
South Africa,2019,100.0,100.0
South Africa,2020,96.10043671824857,89.53595069295545
South Africa,2021,78.77697491221963,84.14961250253403
South Africa,2022,86.39870765098772,65.249288755108
South Africa,2023,100.70487286262224,80.45844189318399
South Korea,2004,,191.92131745506958
South Korea,2005,,159.0580366243059
South Korea,2006,,205.74768081837456
South Korea,2007,,164.7586099100131
South Korea,2008,,188.06514093003523
South Korea,2009,,156.54764595591917
South Korea,2010,589.9053080999064,199.0865748573989
South Korea,2011,616.5801775528585,187.5707135206542
South Korea,2012,247.2271673915583,199.83904206039992
South Korea,2013,292.3226593590883,
South Korea,2014,224.76030364112023,
South Korea,2015,206.30285140485037,190.58471684699344
South Korea,2016,197.49116598367624,125.1954796937002
South Korea,2017,132.61673634598407,119.39633785752926
South Korea,2018,109.01804189040702,96.62401778273345
South Korea,2019,100.0,100.0
South Korea,2020,75.91375361768016,
South Korea,2021,70.86973097917311,96.99331490809351
South Korea,2022,89.14620056699788,120.0577881212666
South Korea,2023,87.2346208848657,97.17883503215774
Spain,2003,,255.0751370897853
Spain,2004,,281.547515487631
Spain,2005,,265.0630597691656
Spain,2006,,273.7650905285139
Spain,2007,,318.2119080108535
Spain,2008,,313.39355000096873
Spain,2009,,300.81630305343145
Spain,2010,666.7591240821778,308.0464699261157
Spain,2011,463.29727370522227,289.75399899442925
Spain,2012,372.92698546428517,249.54908191782846
Spain,2013,284.5337346578476,238.89746997299474
Spain,2014,273.2617604163847,199.01533778943852
Spain,2015,158.6723417967714,161.34855926132553
Spain,2016,,148.71693216127244
Spain,2017,,146.3178214103098
Spain,2018,,201.52308820975128
Spain,2019,100.0,100.0
Spain,2020,91.6184559339676,80.12136287340877
Spain,2021,94.9293980095204,65.00888469730832
Spain,2022,87.00235506836594,80.7406485572081
Spain,2023,81.83038983779286,86.1358381418515
Sweden,2003,,320.7916267266009
Sweden,2004,,349.35813964843305
Sweden,2005,,361.42476146987025
Sweden,2006,,361.42476146987025
Sweden,2007,,327.37063782294007
Sweden,2008,,371.30497606578336
Sweden,2009,,356.7256758959573
Sweden,2010,,286.84051903116824
Sweden,2011,,272.23510884885985
Sweden,2012,,263.4984129278361
Sweden,2013,,209.49015033647677
Sweden,2014,,226.72211125736635
Sweden,2015,,184.3958806843172
Sweden,2016,,157.2845050669584
Sweden,2017,,141.1238360625047
Sweden,2018,,104.50921348916206
Sweden,2019,,100.0
Sweden,2020,,95.33546037229955
Sweden,2021,,89.6207521842861
Sweden,2022,,87.46789912213809
Sweden,2023,,100.83843332804614
Turkey,2009,,97.2379266599716
Turkey,2010,,185.54507564520517
Turkey,2011,,137.2324634470737
Turkey,2012,,121.2927387598934
Turkey,2013,,122.72699235710934
Turkey,2014,,133.9312382828636
Turkey,2015,,116.65405445963457
Turkey,2016,146.43470048332387,104.3855153831098
Turkey,2017,138.90617608292933,94.11711302041708
Turkey,2018,110.5175034032672,104.74670691892148
Turkey,2019,100.0,100.0
Turkey,2020,76.88886923511139,72.32984134520002
Turkey,2021,73.31140205064546,64.08672757018665
Turkey,2022,76.71884214365166,75.00125365515912
Turkey,2023,95.29709141413771,103.17431093691964
Ukraine,2013,,187.93721174917755
Ukraine,2014,,153.75559409765998
Ukraine,2017,,126.97533074123348
Ukraine,2019,,100.0
Ukraine,2020,,68.04604213317587
Ukraine,2021,,61.24599856820587
Ukraine,2023,,113.91268243574315
United Kingdom,2003,,238.30735964287692
United Kingdom,2004,,251.02673782242087
United Kingdom,2005,,236.60039823445067
United Kingdom,2006,,237.38038465254192
United Kingdom,2007,,225.21714205927546
United Kingdom,2008,,247.92116985577795
United Kingdom,2009,,136.07484779971531
United Kingdom,2010,621.8354911735695,182.81292351854376
United Kingdom,2011,572.9175097000132,187.70490083450971
United Kingdom,2012,335.80178593807995,167.21938761645737
United Kingdom,2013,271.0857809046337,166.3452626348989
United Kingdom,2014,221.2374649563944,157.00386300790234
United Kingdom,2015,171.70200214301605,143.22172862974733
United Kingdom,2016,162.33103370971702,123.67269319263889
United Kingdom,2017,132.67919130169378,117.37959774901452
United Kingdom,2018,134.80078033495184,81.92714814863736
United Kingdom,2019,100.0,100.0
United Kingdom,2020,84.48886304948661,80.80084512582437
United Kingdom,2021,77.65562292323816,74.56326771884243
United Kingdom,2022,81.48762303585643,58.65184947197588
United Kingdom,2023,82.86404923738291,51.71532946372673
United States,2003,,210.24845236315664
United States,2004,,232.64364843596908
United States,2005,,204.99122162070557
United States,2006,,231.5992887865289
United States,2007,,229.0752622646763
United States,2008,,261.48320449579046
United States,2009,,292.4140727744069
United States,2010,362.1367810561651,272.188857132143
United States,2011,430.89988867678574,287.4856022617894
United States,2012,372.22818210008984,243.69014773356906
United States,2013,370.34550353118425,200.45253546350023
United States,2014,252.89124309435408,165.15652320065243
United States,2015,233.56362935988037,149.96725949377446
United States,2016,211.79631941805548,137.78740223988652
United States,2017,153.62445333014065,120.7857193125543
United States,2018,119.07841928472047,111.30017248054351
United States,2019,100.0,100.0
United States,2020,97.43122240623234,89.11224121650213
United States,2021,88.68882075475206,77.16794339841734
United States,2022,87.76082092132789,71.18137076081138
United States,2023,93.09165462586253,93.91551038949987
Uruguay,2011,,
Uruguay,2012,,
Uruguay,2013,,
Uruguay,2014,,
Uruguay,2015,,
Uruguay,2017,,
Vietnam,2009,,117.73645009190636
Vietnam,2011,,135.1963416534678
Vietnam,2012,,137.47661585548713
Vietnam,2013,,138.83190776783655
Vietnam,2015,,114.01027935179278
Vietnam,2016,,94.07922524437701
Vietnam,2017,,88.56925472083859
Vietnam,2019,,100.0
Vietnam,2020,,73.92696324317235
Vietnam,2021,,62.23505522472076
Vietnam,2022,,60.128185928113155
Vietnam,2023,,61.624013249018006
World,2003,,258.5489962515766
World,2004,,262.8875455270248
World,2005,,246.15094808619546
World,2006,,253.24550167835733
World,2007,,230.62093439410006
World,2008,,242.79903393791562
World,2009,,238.03698084658885
World,2010,681.8377026116065,230.6013906285144
World,2011,508.2895634753356,219.84336026087803
World,2012,378.93189095865625,199.7884251944141
World,2013,291.6730698426419,201.42940351198132
World,2014,262.33932030287025,180.201865429506
World,2015,196.18923578687622,155.08711404318524
World,2016,171.8367213841769,143.5132252224171
World,2017,135.14227501285083,134.62837519321084
World,2018,114.62264542472325,114.10297918453534
World,2019,100.0,100.0
World,2020,89.06067038880914,83.09591373823584
World,2021,77.2716971321479,73.97116919535837
World,2022,74.84515282543104,70.1155134473296
World,2023,65.58424385902816,67.87885865659113
